,0,1,2,3,4
W_1.wrd,0.009592987760605996,0.00959117754344034,0.009602271846310685,0.009593060754402824,0.9616205020952402
W_10.wrd,0.009579976150487042,0.0095763803221901,0.009588465049430494,0.009579375249911268,0.9616758032279811
W_11.wrd,0.00959034466627017,0.00958714986392188,0.009600776855568283,0.009590950617886056,0.9616307779963535
W_12.wrd,0.009592885661124498,0.00958978344187952,0.009603414499086785,0.009592461007359911,0.9616214553905493
W_13.wrd,0.009577915392314491,0.009574324378917046,0.009586525218728154,0.009578683512991229,0.9616825514970492
W_14.wrd,0.009589245425977938,0.009588681397097577,0.009604170489118385,0.009591227078735118,0.961626675609071
W_15.wrd,0.009608939534206112,0.009606853448012917,0.009623185319226924,0.009607744973954589,0.9615532767245994
W_16.wrd,0.009579507223079212,0.009576090163353519,0.009586207630774442,0.009578038645802223,0.9616801563369907
W_17.wrd,0.009600792612939354,0.009598860192226943,0.009613966412355691,0.009597842551852498,0.9615885382306255
W_18.wrd,0.009576563642990933,0.009575009284795728,0.009586824173212027,0.00957877151072262,0.9616828313882787
W_19.wrd,0.00958361114555568,0.009580242094822998,0.0095920809999613,0.009584567160592694,0.9616594985990673
W_2.wrd,0.009591294512341872,0.009589269520803448,0.00960036020274757,0.009592308496494586,0.9616267672676125
W_20.wrd,0.009596279472765121,0.009597170940527568,0.009608487969038747,0.009597727227776584,0.961600334389892
W_21.wrd,0.00957747569399805,0.009575526129162543,0.009587001389742082,0.0095786452631772,0.9616813515239202
W_22.wrd,0.009597872661403616,0.009598272940935721,0.009609153246687383,0.00960023226884095,0.9615944688821324
W_23.wrd,0.009609776240295046,0.009605523178208451,0.009617493881929798,0.009606132575742396,0.9615610741238243
W_24.wrd,0.009594128126544331,0.00959180264248737,0.009602583297491696,0.0095924737458995,0.9616190121875772
W_25.wrd,0.009599672900764902,0.00959805691109594,0.009608926637003069,0.00959912227112732,0.9615942212800087
W_26.wrd,0.009598701214900345,0.009596688136795163,0.00960804093645428,0.009597601232959057,0.9615989684788911
W_27.wrd,0.00960615890698042,0.009598293140512814,0.009610283975168553,0.009600151452339103,0.9615851125249991
W_28.wrd,0.009598597213611618,0.00959846446814275,0.009608311241355263,0.009600463063692949,0.9615941640131973
W_29.wrd,0.009594668402144063,0.009588076997160038,0.00960172781623954,0.009591028482841551,0.9616244983016148
W_3.wrd,0.009580517968084077,0.009578781556732594,0.009588624295992514,0.009581082042469777,0.9616709941367211
W_30.wrd,0.009596228977298338,0.009593360028088605,0.009605260212106451,0.00959498884560593,0.9616101619369006
W_31.wrd,0.009597141772008731,0.009589835975204417,0.009602915317497152,0.009590404227352294,0.9616197027079374
W_32.wrd,0.009622056795534881,0.009622611787860922,0.009677236161480182,0.009624371937525638,0.9614537233175983
W_33.wrd,0.009591684458248524,0.00958798713742702,0.009601633041766896,0.009590899131687616,0.9616277962308699
W_34.wrd,0.009575868067911655,0.009573865349506801,0.00958529783664695,0.009578026733725702,0.9616869420122088
W_35.wrd,0.00956438922427791,0.00956026241904672,0.009569343408737668,0.009564726337506007,0.9617412786104317
W_36.wrd,0.009591214679233571,0.009589052291998593,0.009600268653935942,0.009591353457345889,0.9616281109174859
W_37.wrd,0.009578229217869636,0.00957533665338279,0.00958580045714651,0.009578754487993144,0.9616818791836078
W_38.wrd,0.009583672189942136,0.009580823326574643,0.009594004117165057,0.009584104748974785,0.9616573956173433
W_39.wrd,0.00958664629611307,0.009583189600674346,0.009594176864066849,0.009587394326111344,0.9616485929130344
W_4.wrd,0.009582842883703306,0.009580146804271501,0.009591373798673208,0.009582177538387335,0.9616634589749646
W_40.wrd,0.00958108420436817,0.009577580652578833,0.009589627269607574,0.00958416736037113,0.9616675405130742
