,0,1,2,3,4
W_1.wrd,0.004536595629563424,0.004538002700890112,0.004542447515477762,0.004537665578327362,0.9818452885757414
W_10.wrd,0.004780404869719782,0.004781406158725126,0.0047871102952593125,0.004781331597977683,0.980869747078318
W_11.wrd,0.004516308989718785,0.004517505001113061,0.004522398736616011,0.004517519752363562,0.9819262675201886
W_12.wrd,0.0044054502182041405,0.004406404160723645,0.004411700959779787,0.004405842030974677,0.9823706026303177
W_13.wrd,0.004845847447576152,0.004846769173349726,0.004855518312953137,0.0048478033526704834,0.9806040617134505
W_14.wrd,0.004466191195309146,0.004468704055431023,0.004476410586140695,0.0044679243074789675,0.9821207698556402
W_15.wrd,0.004020117151881861,0.004021998205990123,0.0040287058714282105,0.004019663588985164,0.9839095151817145
W_16.wrd,0.00478013467857875,0.004781264190261072,0.004787094246206989,0.00478045829246325,0.98087104859249
W_17.wrd,0.004161210877660769,0.004162623011940625,0.004168131644577742,0.00416091123623689,0.9833471232295841
W_18.wrd,0.004790740882053036,0.004792546671250838,0.004801954798861959,0.004793464232643633,0.9808212934151905
W_19.wrd,0.004799113210750357,0.004800294423881079,0.004805326092493754,0.004800522758438366,0.9807947435144365
W_2.wrd,0.0044307371427929855,0.004432631305387116,0.004437207404516075,0.004432071625588226,0.9822673525217155
W_20.wrd,0.004242363095812542,0.0042446089241697784,0.004248177977732523,0.004242949272159567,0.9830219007301256
W_21.wrd,0.00472489721574602,0.0047264903238546105,0.004736306859064464,0.004725615307606252,0.9810866902937286
W_22.wrd,0.004318505892895781,0.0043211392102983906,0.004329066183376594,0.004321556949903355,0.9827097317635259
W_23.wrd,0.004052821297119882,0.004053392869158512,0.004058301038608873,0.004050751789053293,0.9837847330060595
W_24.wrd,0.00449490726111913,0.004496154136153778,0.004501035291491647,0.004494641872597953,0.9820132614386374
W_25.wrd,0.00439744980818854,0.004398891763490146,0.004402659861922306,0.004398119673600538,0.9824028788927985
W_26.wrd,0.004436033193811967,0.004436699660134094,0.00444020375481056,0.004435506349055528,0.9822515570421878
W_27.wrd,0.004222207219609498,0.004220413691784413,0.004225428083033006,0.004219580044838143,0.983112370960735
W_28.wrd,0.004311503665906549,0.004313742603542711,0.004316807849814025,0.00431336703326941,0.9827445788474674
W_29.wrd,0.00448943672028832,0.004488592506168579,0.004494419498504515,0.0044883076389833874,0.9820392436360551
W_3.wrd,0.004801601043927613,0.004803217648579647,0.004809776138736425,0.004803123724063736,0.9807822814446926
W_30.wrd,0.004462890563318356,0.004463698262905751,0.004468315530563327,0.004462740418576814,0.9821423552246358
W_31.wrd,0.0045315590304755215,0.004530077722963541,0.004537457278419776,0.004528494572892043,0.9818724113952491
W_32.wrd,0.0031292248784902106,0.003130083438356403,0.3808041568482189,0.003131878100187822,0.6098046567347468
W_33.wrd,0.004552686786743583,0.004553948649721007,0.00455883616529461,0.0045534204395374,0.9817811079587034
W_34.wrd,0.004881412373822283,0.004882927027123133,0.004893520146103413,0.0048842053517837184,0.9804579351011674
W_35.wrd,0.005288636354810531,0.005288961112255572,0.005294993868146323,0.005289889079638482,0.9788375195851491
W_36.wrd,0.004511076538272564,0.004512495953666605,0.004516548170368007,0.004511949881072048,0.9819479294566208
